source,cluster_id,threshold,area_km2,prob_max,prob_mean,centroid_x,centroid_y,dist_to_known_m,n_known_inside,score_size,score_discovery,val_vtt_r100,val_rel_vis,val_dist_rijeka,val_strahler,val_aps_vis,pred_prob_mean_feat,shap_vtt_r100,shap_rel_vis_100_250,shap_dist_rijeka_korig,shap_strahler,shap_aps_vis
thr85_all,1140,0.85,0.1225,0.9214,0.8941,680395.79,5019068.49,77.25,2,0.109532,4.017375,Cambisols,1.572,155.9,3,89.1,0.9016,0.1506,0.06417,0.11838,0.04926,0.02044
thr85_all,1141,0.85,0.045,0.9008,0.8727,636134.38,5018839.58,4302.67,0,0.039271,7.537415,Luvisols,8.697,286.1,2,139.7,0.8769,0.03637,0.23811,0.06409,0.01334,0.02622
thr85_all,1142,0.85,0.0694,0.9225,0.8804,680354.39,5018723.54,339.92,0,0.061079,5.379796,Cambisols,0.918,185.0,3,85.8,0.8919,0.14328,0.06134,0.10758,0.04899,0.03198
thr85_all,1143,0.85,0.1569,0.9296,0.89,681175.15,5018273.26,44.0,2,0.139617,3.538614,Cambisols,0.918,150.3,3,86.0,0.9105,0.14574,0.05666,0.12356,0.04856,0.03722
thr85_all,1144,0.85,0.0181,0.916,0.8886,654614.22,5018747.84,206.34,0,0.016105,4.886172,Luvisols,5.872,776.2,2,114.7,0.8936,0.06873,0.20747,0.03601,0.0194,0.06326
thr85_all,1145,0.85,0.0331,0.8772,0.8588,678847.41,5018626.65,592.77,0,0.028449,5.602133,Cambisols,2.002,576.9,3,84.6,0.8625,0.15028,0.0636,0.04414,0.06027,0.04547
thr85_all,1146,0.85,0.1206,0.9332,0.8916,679753.56,5018363.67,311.44,0,0.107551,5.360465,Cambisols,0.726,155.7,3,84.6,0.9097,0.1438,0.06841,0.11193,0.04777,0.03906
thr85_all,1147,0.85,0.0112,0.8809,0.8666,639005.56,5018693.06,6736.55,0,0.009749,7.765221,Luvisols,7.658,525.4,2,156.5,0.873,0.04988,0.24397,0.02977,0.01911,0.03148
thr85_all,1148,0.85,0.0675,0.8973,0.8715,650653.01,5018694.44,775.91,0,0.058827,5.971791,Cambisols,1.81,195.5,1,101.8,0.8636,0.12802,0.07251,0.13812,0.01478,0.01144
thr85_all,1149,0.85,0.04,0.8997,0.8817,630094.14,5018638.28,3025.63,0,0.035268,7.211185,Luvisols,10.589,226.4,1,155.3,0.8997,0.038,0.254,0.07822,0.00818,0.02255
thr85_all,1150,0.85,0.0375,0.8701,0.8568,635112.92,5018515.83,3605.78,0,0.032131,7.126555,Luvisols,11.224,562.8,2,173.4,0.8597,0.04167,0.2791,0.03538,0.01671,-0.01184
thr85_all,1151,0.85,0.0981,0.9165,0.8802,679233.2,5018414.41,732.91,0,0.086373,6.047293,Cambisols,1.49,193.9,3,83.5,0.9029,0.16657,0.05966,0.11767,0.05007,0.01017
thr85_all,1152,0.85,0.1138,0.9273,0.9014,625408.52,5018294.37,6070.21,0,0.10253,8.077753,Cambisols,17.86,305.0,1,245.1,0.9273,0.07272,0.23124,0.10852,0.01287,0.00319
thr85_all,1153,0.85,0.0481,0.8839,0.867,637351.46,5018490.42,5553.47,0,0.041725,7.621672,Luvisols,7.988,359.3,2,154.7,0.856,0.04407,0.22707,0.0319,0.01881,0.03538
thr85_all,1154,0.85,0.0475,0.8786,0.8626,573455.26,5018438.82,5738.22,0,0.040973,7.604706,Luvisols,13.211,686.5,1,250.9,0.8662,0.03995,0.28469,0.03764,0.01083,-0.00561
thr85_all,1155,0.85,0.0131,0.8941,0.8793,636737.5,5018454.17,5014.6,0,0.01154,7.618095,Cambisols,1.901,195.0,2,127.1,0.8826,0.11889,0.07209,0.14319,0.01293,0.0368
thr85_all,1156,0.85,0.2787,0.9282,0.8843,680997.42,5017431.73,630.47,0,0.246504,5.984823,Cambisols,0.67,152.5,3,84.5,0.8808,0.1384,0.03896,0.12041,0.04232,0.04197
thr85_all,1157,0.85,0.0269,0.8848,0.8672,635339.83,5018338.08,3894.02,0,0.023305,7.315137,Luvisols,8.287,540.3,2,154.6,0.8728,0.04653,0.24643,0.02978,0.01798,0.03336
thr85_all,1158,0.85,0.0194,0.8811,0.8692,639729.44,5018272.18,5908.76,0,0.016841,7.651918,Luvisols,7.119,731.6,2,147.5,0.8764,0.05685,0.22586,0.03501,0.01686,0.04305
thr85_all,1159,0.85,0.0206,0.8786,0.8688,597473.11,5018188.26,4884.38,0,0.017918,7.463179,Cambisols,15.811,666.0,1,276.6,0.8786,0.06593,0.25534,0.05699,0.01027,-0.00862
thr85_all,1160,0.85,0.0488,0.8786,0.871,596885.58,5017989.42,4968.55,0,0.042461,7.478188,Cambisols,14.102,629.9,1,278.7,0.8736,0.06456,0.25598,0.05426,0.0092,-0.00909
thr85_all,1161,0.85,0.0362,0.9063,0.8712,679305.6,5017953.88,914.66,0,0.03158,6.180371,Cambisols,0.655,199.5,3,84.5,0.8481,0.13788,0.02151,0.10735,0.0438,0.03881
thr85_all,1162,0.85,0.0262,0.9005,0.8767,604426.19,5017979.76,5384.88,0,0.023014,7.73637,Luvisols,11.143,308.3,3,165.7,0.8882,0.0244,0.26406,0.07764,0.02837,-0.00504
thr85_all,1163,0.85,0.0619,0.8895,0.8653,639700.88,5017762.5,5622.2,0,0.053543,7.680773,Luvisols,7.531,406.1,2,137.2,0.8686,0.05178,0.22743,0.03717,0.01636,0.03711
thr85_all,1164,0.85,0.0294,0.9153,0.885,678678.99,5017984.84,1255.49,0,0.025998,6.531557,Cambisols,0.89,167.6,3,83.4,0.897,0.15763,0.06192,0.11323,0.04741,0.01807
thr85_all,1165,0.85,0.0181,0.8736,0.8668,576054.74,5017963.36,7818.38,0,0.015711,7.831632,Cambisols,14.722,653.7,1,318.1,0.8736,0.06394,0.26007,0.05852,0.00956,-0.01717
thr85_all,1166,0.85,0.1831,0.9037,0.871,638272.99,5017809.51,6676.38,0,0.159502,7.958676,Luvisols,9.893,369.0,2,149.0,0.8572,0.03957,0.24781,0.02604,0.01733,0.02767
thr85_all,1167,0.85,0.0281,0.9008,0.8749,704005.28,5017881.94,2301.53,0,0.024606,6.974043,Cambisols,1.457,228.7,1,109.8,0.8937,0.12024,0.08107,0.12661,0.01314,0.05392
thr85_all,1168,0.85,0.0706,0.8736,0.8641,575638.61,5017677.54,7327.82,0,0.061024,7.775029,Cambisols,16.04,619.6,1,317.7,0.8686,0.06198,0.25782,0.05773,0.00873,-0.01635
thr85_all,1169,0.85,0.0112,0.8624,0.855,596963.89,5017858.33,5108.94,0,0.009619,7.363859,Cambisols,13.14,476.6,1,265.8,0.8531,0.05657,0.24848,0.05485,0.00765,-0.01313
thr85_all,1170,0.85,0.0944,0.9154,0.8736,703330.88,5017741.31,2728.55,0,0.082448,7.24221,Cambisols,1.709,174.5,1,108.2,0.8643,0.11908,0.07558,0.13503,0.01352,0.02239
thr85_all,1171,0.85,0.01,0.8624,0.8546,625417.19,5017832.81,5615.33,0,0.008546,7.445348,Cambisols,15.503,473.9,1,241.5,0.8531,0.05609,0.24888,0.05525,0.00786,-0.01365
thr85_all,1172,0.85,0.0131,0.9045,0.8708,636897.02,5017870.83,5440.62,0,0.011429,7.780227,Cambisols,2.305,248.7,2,125.2,0.8647,0.11631,0.08088,0.11991,0.00908,0.03979
thr85_all,1173,0.85,0.0312,0.9273,0.9028,597207.5,5017812.5,5193.62,0,0.028213,7.93316,Cambisols,15.373,299.5,1,252.8,0.9273,0.07172,0.22913,0.11189,0.01246,0.00333
thr85_all,1174,0.85,0.0119,0.8628,0.8566,680357.24,5017838.82,880.39,0,0.010172,5.850797,Cambisols,0.793,753.4,3,86.7,0.8541,0.13952,0.06592,0.04457,0.05018,0.0552
thr85_all,1175,0.85,0.0344,0.8736,0.8619,576534.77,5017780.23,8206.54,0,0.029628,7.873959,Cambisols,24.487,633.6,1,341.1,0.8586,0.06126,0.25871,0.0559,0.00791,-0.02388
thr85_all,1176,0.85,0.0169,0.8889,0.8684,640306.02,5017632.87,5058.97,0,0.014654,7.581379,Luvisols,7.83,653.0,2,156.6,0.873,0.04839,0.24849,0.02585,0.01845,0.03313
thr85_all,1177,0.85,0.0156,0.8786,0.8679,597950.5,5017707.5,5479.97,0,0.013562,7.564253,Cambisols,13.442,619.7,1,287.3,0.8736,0.06296,0.25611,0.05752,0.00921,-0.0109
thr85_all,1178,0.85,0.0275,0.9273,0.8981,597618.75,5017644.89,5446.91,0,0.024699,7.977306,Cambisols,12.959,291.3,1,256.5,0.9271,0.0716,0.22914,0.11228,0.0122,0.00317
thr85_all,1179,0.85,0.0131,0.8624,0.8552,597817.26,5017666.07,5479.81,0,0.011225,7.424284,Cambisols,17.013,481.0,1,283.3,0.8624,0.05718,0.25415,0.05738,0.00792,-0.01298
thr85_all,1180,0.85,0.0156,0.9087,0.8661,678903.5,5017643.5,1418.97,0,0.013532,6.595613,Cambisols,0.488,155.8,3,82.7,0.8368,0.17233,-0.02867,0.13221,0.04473,0.01743
thr85_all,1181,0.85,0.0125,0.9008,0.876,704198.75,5017648.75,2468.08,0,0.010949,7.036957,Cambisols,1.447,238.5,1,109.5,0.885,0.11979,0.08056,0.12116,0.01305,0.05171
thr85_all,1182,0.85,0.0206,0.8602,0.8564,636076.89,5017576.14,4946.19,0,0.017664,7.317552,Luvisols,11.016,828.6,2,174.5,0.8602,0.05374,0.26998,0.03053,0.02039,-0.01314
thr85_all,1183,0.85,0.0375,0.9033,0.8788,604133.33,5017495.0,5846.25,0,0.032954,7.835368,Luvisols,9.672,282.7,3,155.3,0.8952,0.02617,0.24321,0.06998,0.02753,0.02957
thr85_all,1184,0.85,0.0206,0.8828,0.869,640635.23,5017415.53,4665.84,0,0.017924,7.458195,Luvisols,7.805,551.8,2,155.5,0.8701,0.05055,0.24065,0.02774,0.018,0.03442
thr85_all,1185,0.85,0.0244,0.8682,0.857,681943.91,5017377.88,684.21,0,0.02089,5.669256,Cambisols,0.931,733.8,3,86.0,0.8484,0.14222,0.05638,0.04303,0.05143,0.05659
thr85_all,1186,0.85,0.085,0.9273,0.9116,597140.62,5017271.32,5715.62,0,0.077486,8.02195,Cambisols,18.69,263.5,1,263.9,0.9219,0.07387,0.22771,0.11184,0.01217,-0.00247
thr85_all,1187,0.85,0.0125,0.8624,0.856,625011.25,5017393.75,5128.09,0,0.0107,7.367086,Cambisols,18.778,473.6,1,255.8,0.8531,0.05492,0.24846,0.05539,0.00787,-0.01222
thr85_all,1188,0.85,0.03,0.9183,0.8778,703839.58,5017398.96,2812.06,0,0.026334,7.293477,Cambisols,1.722,228.5,1,108.8,0.8932,0.12151,0.07646,0.13146,0.01198,0.05311
thr85_all,1189,0.85,0.01,0.8754,0.8604,678243.75,5017370.31,1054.81,0,0.008604,6.09485,Cambisols,0.423,128.4,3,82.2,0.8692,0.18209,-0.0283,0.15417,0.04617,0.01631
thr85_all,1190,0.85,0.0356,0.9273,0.9034,624557.68,5017301.97,5013.38,0,0.032183,7.900413,Cambisols,19.152,304.6,1,244.3,0.9273,0.07272,0.23124,0.10852,0.01287,0.00319
thr85_all,1191,0.85,0.0281,0.9145,0.8838,678646.39,5017275.83,1137.01,0,0.024856,6.43534,Cambisols,1.013,194.0,3,83.6,0.8895,0.16386,0.0531,0.1164,0.04791,0.00949
thr85_all,1192,0.85,0.0262,0.8948,0.8653,703121.43,5017275.0,3235.26,0,0.022714,7.231885,Cambisols,1.598,202.9,1,108.2,0.8715,0.12189,0.07703,0.13685,0.01519,0.02185
thr85_all,1193,0.85,0.0863,0.8786,0.8654,624745.11,5017028.8,4745.18,0,0.074644,7.43778,Cambisols,13.679,661.1,1,263.3,0.8786,0.06611,0.25502,0.05676,0.0102,-0.00819
thr85_all,1194,0.85,0.0731,0.8983,0.8678,596771.47,5017184.94,5755.93,0,0.063459,7.777655,Luvisols,19.551,638.7,1,298.8,0.8612,0.04166,0.28453,0.03438,0.00966,-0.00773
thr85_all,1195,0.85,0.0125,0.8721,0.861,601870.0,5017297.5,6330.1,0,0.010762,7.633383,Luvisols,7.395,485.3,4,153.7,0.8663,0.04154,0.22596,0.04095,-0.00017,0.05925
thr85_all,1196,0.85,0.0175,0.9273,0.886,623828.57,5017257.14,5017.11,0,0.015505,7.901103,Cambisols,14.355,336.4,1,238.6,0.8966,0.06538,0.24531,0.0839,0.01055,-0.00727
thr85_all,1197,0.85,0.0294,0.8736,0.8655,576733.78,5017167.29,8222.04,0,0.025425,7.875607,Cambisols,14.855,639.7,1,318.4,0.8686,0.06352,0.25787,0.05593,0.0087,-0.01611
thr85_all,1198,0.85,0.02,0.8818,0.8596,703431.25,5017167.19,3183.46,0,0.017193,7.11284,Cambisols,1.593,267.1,1,108.8,0.854,0.11781,0.07502,0.10664,0.01605,0.03978
thr85_all,1199,0.85,0.0175,0.8624,0.8554,623791.07,5017117.86,4884.71,0,0.01497,7.325163,Cambisols,18.232,481.1,1,254.6,0.8624,0.05817,0.25085,0.05743,0.00806,-0.01086
thr85_all,1200,0.85,0.0362,0.9145,0.8787,681373.28,5016960.78,35.24,1,0.031854,3.283274,Cambisols,0.588,151.0,3,82.7,0.8554,0.16425,-0.01202,0.14194,0.0459,0.01656
thr85_all,1201,0.85,0.7344,0.9914,0.9041,710676.71,5016129.56,790.5,0,0.663954,6.616417,Cambisols,4.591,211.2,1,118.1,0.8743,0.11082,0.07919,0.12392,0.01018,0.05149
thr85_all,1202,0.85,0.015,0.9099,0.8885,678111.46,5017044.79,708.95,0,0.013327,5.973753,Cambisols,0.815,152.0,3,82.5,0.9093,0.15582,0.06421,0.12978,0.04394,0.01681
thr85_all,1203,0.85,0.0663,0.9137,0.8858,678486.08,5016908.96,749.02,0,0.058687,6.048567,Cambisols,1.119,193.9,3,84.1,0.8773,0.15748,0.04839,0.11611,0.04773,0.00891
thr85_all,1204,0.85,0.0106,0.8754,0.8713,623777.21,5017011.03,4781.28,0,0.009258,7.417136,Cambisols,14.89,586.7,1,255.7,0.8664,0.06232,0.25286,0.0504,0.00984,-0.00773
thr85_all,1205,0.85,0.1375,0.9471,0.8848,708718.3,5016616.7,705.17,0,0.121658,6.212544,Cambisols,2.557,235.2,1,114.1,0.9054,0.11917,0.09462,0.12323,0.0102,0.05948
thr85_all,1206,0.85,0.0194,0.8754,0.8652,576729.44,5016835.08,8141.75,0,0.016762,7.883043,Cambisols,12.821,608.0,1,295.2,0.8664,0.06123,0.25606,0.05601,0.00871,-0.01432
thr85_all,1207,0.85,0.0269,0.9273,0.9056,575800.29,5016804.36,7228.7,0,0.024339,8.239691,Cambisols,12.188,269.5,1,262.2,0.9212,0.07417,0.22776,0.11129,0.01161,-0.00233
thr85_all,1208,0.85,0.0163,0.9163,0.8702,568508.65,5016755.77,1648.72,0,0.014141,6.788353,Luvisols,11.228,328.8,1,234.3,0.883,0.03636,0.27295,0.07472,0.0125,-0.01227
thr85_all,1209,0.85,0.0494,0.8736,0.8668,575450.47,5016595.73,6841.12,0,0.042797,7.714994,Cambisols,13.407,648.2,1,300.6,0.8736,0.06403,0.2597,0.05826,0.00956,-0.01665
thr85_all,1210,0.85,0.0213,0.8761,0.863,698875.0,5016729.41,5751.21,0,0.018339,7.584267,Cambisols,1.925,188.5,2,102.1,0.8627,0.12447,0.08085,0.13128,0.01732,0.01008
thr85_all,1211,0.85,0.0138,0.8889,0.8678,639770.45,5016714.77,5027.57,0,0.011933,7.576053,Cambisols,8.041,322.7,2,161.5,0.8823,0.06741,0.19623,0.09992,0.00833,0.01165
thr85_all,1212,0.85,0.0231,0.9273,0.8908,576492.23,5016649.66,7872.03,0,0.0206,8.318737,Cambisols,13.566,328.9,1,271.4,0.9188,0.07208,0.23095,0.10378,0.01238,0.00088
thr85_all,1213,0.85,0.0112,0.8761,0.8647,699356.94,5016701.39,5461.86,0,0.009728,7.539053,Cambisols,2.115,203.8,2,103.2,0.8714,0.12284,0.09036,0.13016,0.01342,0.01585
thr85_all,1214,0.85,0.0106,0.8885,0.8673,640153.68,5016674.26,4666.97,0,0.009215,7.50653,Cambisols,2.027,206.9,2,134.7,0.8783,0.11812,0.08328,0.13996,0.00955,0.0286
thr85_all,1215,0.85,0.8769,0.9711,0.8918,709522.55,5015576.17,906.56,0,0.781993,6.613641,Cambisols,3.61,210.6,1,117.2,0.8741,0.11228,0.07057,0.12648,0.01285,0.05319
thr85_all,1216,0.85,0.0112,0.8865,0.8627,640130.56,5016584.72,4647.01,0,0.009705,7.485426,Cambisols,6.916,299.3,2,149.3,0.8585,0.06181,0.15386,0.08967,0.00519,0.04924
thr85_all,1217,0.85,0.0825,0.8714,0.8609,580754.92,5016536.17,11146.34,0,0.071023,8.120713,Cambisols,16.207,632.4,1,394.1,0.8564,0.06106,0.25607,0.05836,0.00839,-0.02619
thr85_all,1218,0.85,0.01,0.8711,0.8618,697818.75,5016525.0,5112.37,0,0.008618,7.439165,Cambisols,1.887,158.3,2,103.1,0.8531,0.12198,0.06928,0.13436,0.01777,0.01096
thr85_all,1219,0.85,0.2825,0.966,0.9136,712400.77,5016130.86,1167.5,1,0.258081,6.823058,Cambisols,5.697,432.2,7,115.3,0.924,0.08844,0.21284,0.03289,-0.01104,0.10215
thr85_all,1220,0.85,0.0119,0.8709,0.8618,709345.39,5016505.92,864.24,0,0.010234,5.889811,Cambisols,2.485,307.3,1,116.3,0.8656,0.11538,0.08663,0.09468,0.01403,0.05617
thr85_all,1221,0.85,0.015,0.9055,0.8884,641562.5,5016484.38,3364.38,0,0.013326,7.353933,Cambisols,1.945,213.6,2,118.8,0.8961,0.12116,0.08018,0.13013,0.01291,0.05294
thr85_all,1222,0.85,0.0344,0.8736,0.8634,568332.95,5016231.59,1186.8,0,0.029681,6.184968,Luvisols,11.667,555.6,1,248.6,0.8656,0.04393,0.27933,0.03858,0.00965,-0.00458
thr85_all,1223,0.85,0.0338,0.8761,0.8609,698123.61,5016230.09,4976.0,0,0.029054,7.457453,Cambisols,1.927,192.8,2,103.0,0.8627,0.12337,0.07926,0.1314,0.01622,0.01376
thr85_all,1224,0.85,0.0156,0.8736,0.8589,581493.5,5016161.5,10337.92,0,0.01342,8.07565,Cambisols,17.554,671.7,1,342.1,0.8636,0.06118,0.26266,0.05797,0.00887,-0.02577
thr85_all,1225,0.85,0.0269,0.925,0.9003,581079.94,5016124.71,10635.5,0,0.024196,8.5771,Cambisols,14.326,290.2,1,334.2,0.9135,0.06795,0.23386,0.11398,0.01103,-0.01205
thr85_all,1226,0.85,0.0488,0.9216,0.91,580641.35,5016076.6,10954.01,0,0.044363,8.572018,Cambisols,18.468,198.2,1,327.1,0.9166,0.07494,0.227,0.12785,0.00967,-0.02164
thr85_all,1227,0.85,0.0138,0.9188,0.8764,575846.59,5015959.09,7126.53,0,0.01205,8.151425,Cambisols,13.973,345.1,1,238.0,0.8781,0.06403,0.24955,0.06596,0.01013,-0.01028
thr85_all,1228,0.85,0.2656,0.9698,0.8883,708627.38,5015285.26,629.53,1,0.235954,6.252147,Cambisols,3.485,204.3,1,116.6,0.9032,0.11652,0.08199,0.13659,0.01331,0.05609
thr85_all,1229,0.85,0.0362,0.9005,0.8752,603712.93,5015763.36,7168.78,0,0.031726,7.993987,Luvisols,10.353,346.6,3,172.8,0.8645,0.02625,0.26868,0.04367,0.03129,-0.00413
thr85_all,1230,0.85,0.0269,0.8723,0.8626,558988.66,5015778.2,6238.68,0,0.023182,7.622351,Cambisols,1.236,195.5,1,141.8,0.8702,0.12823,0.05951,0.14483,0.01143,0.0275
thr85_all,1231,0.85,0.0112,0.9032,0.8854,642562.5,5015870.83,2196.02,0,0.00996,6.950292,Cambisols,1.947,223.3,2,119.7,0.8973,0.12007,0.08044,0.13378,0.01302,0.05127
thr85_all,1232,0.85,0.035,0.9375,0.9031,674938.39,5015869.64,2058.28,0,0.03161,7.152857,Luvisols,5.571,154.8,2,99.0,0.9278,0.06253,0.2104,0.09293,0.02595,0.03722
thr85_all,1233,0.85,0.0325,0.9267,0.9025,675519.71,5015851.44,2356.4,0,0.02933,7.19614,Luvisols,6.011,178.2,3,99.3,0.913,0.05178,0.2166,0.09038,0.02791,0.02766
thr85_all,1234,0.85,0.0963,0.9195,0.886,702012.82,5015724.19,2762.03,0,0.085273,7.286207,Cambisols,2.068,208.0,1,108.9,0.9183,0.12644,0.09399,0.13341,0.01176,0.05401
thr85_all,1235,0.85,0.0931,0.9266,0.9084,580058.31,5015735.65,11234.66,0,0.084592,8.641964,Cambisols,15.179,250.4,1,301.6,0.9091,0.07045,0.23158,0.11083,0.01106,-0.01352
thr85_all,1236,0.85,0.015,0.8815,0.8709,643385.42,5015823.96,1589.53,0,0.013063,6.498548,Luvisols,7.178,441.2,2,135.0,0.8781,0.05783,0.22102,0.04278,0.01649,0.0413
thr85_all,1237,0.85,0.8925,0.9715,0.8944,715136.85,5014068.07,1767.62,0,0.798222,7.264972,Cambisols,4.412,212.8,1,122.8,0.8613,0.11594,0.06703,0.12835,0.00959,0.04167
thr85_all,1238,0.85,0.02,0.9273,0.8947,576535.16,5015744.53,7790.89,0,0.017894,8.30913,Cambisols,14.401,323.6,1,240.0,0.9188,0.07371,0.23125,0.10308,0.01239,-0.00035
thr85_all,1239,0.85,0.2569,0.9529,0.8937,703169.37,5015232.57,1664.01,0,0.229571,7.068126,Cambisols,2.426,185.9,1,112.0,0.9225,0.12207,0.09493,0.13507,0.0116,0.06015
thr85_all,1240,0.85,0.0106,0.9035,0.8744,598240.44,5015708.09,7064.25,0,0.009291,8.007904,Luvisols,8.934,190.6,1,174.1,0.8846,0.03871,0.25705,0.09326,0.00607,-0.0092
thr85_all,1241,0.85,0.02,0.9223,0.8956,581050.78,5015649.22,10370.73,0,0.017912,8.528097,Cambisols,17.636,323.4,1,313.9,0.9173,0.07054,0.23622,0.10764,0.01177,-0.00764
thr85_all,1242,0.85,0.0744,0.9273,0.903,580620.9,5015434.98,10599.79,0,0.067161,8.594587,Cambisols,14.274,289.8,1,300.3,0.9185,0.06915,0.23168,0.11184,0.01137,-0.00426
thr85_all,1243,0.85,0.0325,0.9559,0.9141,714124.52,5015580.29,2841.26,0,0.029709,7.602037,Cambisols,6.445,334.7,7,117.8,0.9271,0.07858,0.22528,0.04706,-0.01187,0.08932
thr85_all,1244,0.85,0.3125,0.9914,0.9501,715287.9,5015059.85,1575.16,0,0.296893,7.299296,Luvisols,7.723,235.2,7,119.6,0.9681,0.01854,0.32516,0.0737,-0.03225,0.08417
thr85_all,1245,0.85,0.0194,0.8705,0.8619,568443.15,5015389.11,417.54,0,0.016699,5.255132,Luvisols,11.783,702.9,1,238.4,0.865,0.04236,0.28949,0.03875,0.01088,-0.0152
thr85_all,1246,0.85,0.0187,0.8755,0.8591,702327.5,5015380.83,2296.84,0,0.016107,6.775953,Cambisols,1.541,186.7,1,107.1,0.861,0.12847,0.0769,0.13551,0.01466,0.0067
thr85_all,1247,0.85,0.1281,0.9027,0.8712,603478.11,5015084.82,6452.65,0,0.111627,7.91914,Luvisols,12.06,415.0,3,168.5,0.8595,0.02891,0.26389,0.04601,0.02988,-0.00796
thr85_all,1248,0.85,0.0169,0.8814,0.8646,702090.28,5015316.2,2430.17,0,0.014589,6.871316,Cambisols,1.873,186.8,1,106.9,0.852,0.12599,0.07063,0.13795,0.01283,0.00584
thr85_all,1249,0.85,0.0112,0.8856,0.8691,642775.0,5015215.28,1670.24,0,0.009777,6.572281,Luvisols,6.108,292.1,2,126.4,0.877,0.05469,0.19322,0.07587,0.01909,0.03542
thr85_all,1250,0.85,0.0575,0.9183,0.8817,633288.86,5015163.32,5483.48,0,0.0507,7.90639,Cambisols,8.3,253.1,1,173.1,0.8937,0.07464,0.19634,0.11278,0.00499,0.00619
thr85_all,1251,0.85,0.0169,0.9128,0.8899,579727.31,5015145.83,10958.6,0,0.015018,8.491196,Cambisols,9.99,256.4,1,241.6,0.9084,0.07309,0.22045,0.11225,0.01187,-0.00798
thr85_all,1252,0.85,0.0213,0.9278,0.8829,633728.68,5015187.5,5693.94,0,0.018761,8.023028,Cambisols,7.073,180.1,1,156.3,0.8905,0.07345,0.16609,0.1233,0.00106,0.0279
thr85_all,1253,0.85,0.0325,0.9018,0.8665,696404.81,5015019.23,3252.43,0,0.028162,7.293,Cambisols,2.506,211.6,2,108.2,0.8651,0.11182,0.09953,0.12414,0.01174,0.0191
thr85_all,1254,0.85,0.01,0.8768,0.8629,700657.81,5015187.5,3599.03,0,0.008629,7.17996,Cambisols,2.471,202.2,2,107.9,0.869,0.11705,0.09701,0.13104,0.01233,0.01279
thr85_all,1255,0.85,0.1113,0.921,0.8884,702051.83,5014833.71,2189.59,0,0.098831,7.084343,Cambisols,1.842,200.3,1,109.8,0.8939,0.12269,0.07369,0.13453,0.01143,0.05278
thr85_all,1256,0.85,0.175,0.9225,0.8889,703034.73,5014668.04,1292.88,0,0.155561,6.61043,Cambisols,2.049,208.9,1,111.2,0.9183,0.1266,0.09388,0.13206,0.01176,0.05532
thr85_all,1257,0.85,0.0675,0.9213,0.8922,704206.25,5015068.29,1318.12,0,0.060224,6.618924,Cambisols,1.555,182.2,1,113.7,0.9066,0.1263,0.0781,0.13545,0.01277,0.0552
thr85_all,1258,0.85,0.0288,0.9215,0.8959,704889.67,5015055.43,1580.69,0,0.025758,6.788266,Cambisols,2.086,217.5,1,116.4,0.9183,0.12885,0.08994,0.13115,0.01043,0.05914
thr85_all,1259,0.85,0.1344,0.9521,0.8917,711168.66,5014668.2,1921.0,0,0.119817,7.198847,Cambisols,3.388,202.5,1,121.7,0.8998,0.12194,0.07746,0.14256,0.01244,0.04663
thr85_all,1260,0.85,0.0281,0.8841,0.8662,634737.5,5014959.17,6038.31,0,0.024362,7.697309,Cambisols,2.241,200.5,1,140.5,0.8846,0.1286,0.07327,0.14584,0.00976,0.02835
thr85_all,1261,0.85,0.0294,0.8786,0.867,609511.44,5014894.41,7059.78,0,0.025467,7.786789,Cambisols,12.624,643.3,1,244.0,0.8736,0.06695,0.25277,0.05485,0.00943,-0.00909
thr85_all,1262,0.85,0.0112,0.8949,0.8647,696890.28,5014941.67,3300.39,0,0.009728,7.250197,Cambisols,2.754,237.1,2,108.9,0.8811,0.10554,0.09991,0.11651,0.01089,0.04957
thr85_all,1263,0.85,0.0844,0.9192,0.891,701605.09,5014700.28,2537.59,0,0.075179,7.206066,Cambisols,1.564,187.4,1,109.9,0.9029,0.12395,0.07998,0.13386,0.01334,0.05299
thr85_all,1264,0.85,0.0975,0.9564,0.8938,713614.9,5014598.24,3030.77,0,0.087145,7.667371,Cambisols,4.497,233.8,1,116.7,0.8679,0.10677,0.07898,0.11961,0.00998,0.05382
thr85_all,1265,0.85,0.055,0.9273,0.9045,580175.28,5014760.51,10624.57,0,0.049748,8.596752,Cambisols,13.445,287.4,1,248.3,0.9235,0.07197,0.22764,0.11212,0.01204,0.001
thr85_all,1266,0.85,0.01,0.8776,0.8595,700967.19,5014931.25,3215.83,0,0.008595,7.087783,Cambisols,1.757,254.8,2,109.1,0.8281,0.10698,0.07274,0.09335,0.01278,0.04352
thr85_all,1267,0.85,0.0125,0.9202,0.8961,671335.0,5014838.75,1574.39,0,0.011201,6.775074,Luvisols,5.872,281.3,1,96.3,0.8946,0.05128,0.21404,0.06644,0.01951,0.04456
thr85_all,1268,0.85,0.0219,0.8838,0.8705,642906.79,5014791.07,1412.9,0,0.019042,6.410982,Luvisols,7.234,529.7,2,130.7,0.8691,0.05716,0.22432,0.03349,0.01701,0.03839
thr85_all,1269,0.85,0.0275,0.8971,0.8618,696746.02,5014608.52,2938.6,0,0.0237,7.164298,Cambisols,2.555,245.5,2,108.9,0.8773,0.10956,0.09865,0.11069,0.01069,0.049
